Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
961,Text,1997-07-01,"Glinda of Oz
In Which Are Related the Exciting Experiences of Princess Ozma of Oz, and Dorothy, in Their Hazardous Journey to the Home of the Flatheads, and to the Magic Isle of the Skeezers, and How They Were Rescued from Dire Peril by the Sorcery of Glinda the Good",en,"Baum, L. Frank (Lyman Frank), 1856-1919","Oz (Imaginary place) -- Juvenile fiction; Fantasy literature; War stories; Adventure and adventurers -- Juvenile fiction; Voyages and travels -- Juvenile fiction; Magic -- Juvenile fiction; Courage -- Juvenile fiction; Good and evil -- Juvenile fiction; Animals, Mythical -- Juvenile fiction; Gale, Dorothy (Fictitious character) -- Juvenile fiction; Witches -- Juvenile fiction; Tribes -- Juvenile fiction",PZ,Children's Literature; Fantasy
962,Text,1997-07-01,"The Poems of Henry Kendall
With Biographical Note by Bertram Stevens",en,"Kendall, Henry, 1839-1882; Stevens, Bertram, 1872-1922 [Contributor]","Australian poetry; Kendall, Henry, 1839-1882",PR,
963,Text,1997-07-01,Little Dorrit,en,"Dickens, Charles, 1812-1870","London (England) -- Fiction; Inheritance and succession -- Fiction; Love stories; Domestic fiction; Fathers and daughters -- Fiction; Children of prisoners -- Fiction; Marshalsea Prison (Southwark, London, England) -- Fiction; Debt, Imprisonment for -- Fiction",PR,
964,Text,2006-02-05,The Merry Adventures of Robin Hood,en,"Pyle, Howard, 1853-1911",Folklore -- England; Robin Hood (Legendary character) -- Legends,PZ; PS,Fantasy
965,Text,1997-07-01,The Black Tulip,en,"Dumas, Alexandre, 1802-1870","Tulip Mania, 1634-1637 -- Fiction; Witt, Johan de, 1625-1672 -- Fiction; Netherlands -- History -- 1648-1714 -- Fiction",PQ,Historical Fiction
966,Text,1997-07-01,Maid Marian,en,"Peacock, Thomas Love, 1785-1866","Historical fiction; Love stories; Adventure stories; Maid Marian (Legendary character) -- Fiction; Great Britain -- History -- Richard I, 1189-1199 -- Fiction; Women outlaws -- Fiction; Sherwood Forest (England) -- Fiction; Robin Hood (Legendary character) -- Fiction",PR,Historical Fiction
967,Text,2006-04-27,Nicholas Nickleby,en,"Dickens, Charles, 1812-1870",Boarding schools -- Fiction; England -- Social life and customs -- 19th century -- Fiction; England -- Fiction; Bildungsromans; Young men -- Fiction; Theatrical companies -- Fiction; Poor families -- Fiction; Picaresque literature,PR,
968,Text,2006-04-27,Martin Chuzzlewit,en,"Dickens, Charles, 1812-1870",Satire; England -- Fiction; Bildungsromans; Young men -- Fiction; Grandfathers -- Fiction; Adventure stories; British -- United States -- Fiction; Black humor; Avarice -- Fiction; United States -- Description and travel -- Fiction,PR,Best Books Ever Listings
969,Text,1997-07-01,The Tenant of Wildfell Hall,en,"Brontë, Anne, 1820-1849; Ward, Humphry, Mrs., 1851-1920 [Author of introduction, etc.]",England -- Social life and customs -- 19th century -- Fiction; England -- Fiction; Domestic fiction; Landlord and tenant -- Fiction; Married women -- Fiction; Alcoholics -- Fiction,PR,
970,Text,1997-07-01,Uncle Josh's Punkin Centre Stories,en,"Stewart, Cal, 1856-1919","American wit and humor; Short stories, American",PS,
971,Text,1997-07-01,Ethics — Part 4,en,"Spinoza, Benedictus de, 1632-1677; Elwes, R. H. M. (Robert Harvey Monro), 1853- [Translator]",Ethics,B,Philosophy
972,Text,1997-07-01,The Devil's Dictionary,en,"Bierce, Ambrose, 1842-1914?",English language -- Dictionaries -- Humor; English language -- Semantics -- Humor; Vocabulary -- Humor,PS,Humor; Reference
973,Text,2006-02-05,"Howard Pyle's Book of Pirates
Fiction, Fact & Fancy Concerning the Buccaneers & Marooners of the Spanish Main",en,"Pyle, Howard, 1853-1911","Spanish Main -- Fiction; Pirates -- Fiction; Sea stories, American; Buccaneers -- Fiction; Historical fiction, American",PS,"Pirates, Buccaneers, Corsairs, etc."
974,Text,1997-07-01,The Secret Agent: A Simple Tale,en,"Conrad, Joseph, 1857-1924",London (England) -- Fiction; Political fiction; Conspiracies -- Fiction; Anarchists -- Fiction; Bombings -- Fiction,PR,Mystery Fiction
975,Text,1997-07-01,Ethics — Part 5,en,"Spinoza, Benedictus de, 1632-1677; Elwes, R. H. M. (Robert Harvey Monro), 1853- [Translator]",Ethics,B,Philosophy
976,Text,1997-07-01,Tanglewood Tales,en,"Hawthorne, Nathaniel, 1804-1864","Mythology, Classical -- Juvenile literature",PZ,Children's Literature
977,Text,1997-07-01,American Notes,en,"Kipling, Rudyard, 1865-1936",United States -- Description and travel; United States -- Social life and customs -- 1865-1918,E151,
978,Text,1997-07-01,The Yates Pride: A Romance,en,"Freeman, Mary Eleanor Wilkins, 1852-1930",Fiction; Short stories; Love stories; Villages -- Fiction,PS,
979,Text,1997-07-01,Heroes of the Telegraph,en,"Munro, John, 1849-1930",Telegraph -- History,TK,
980,Text,1997-07-01,Alice Adams,en,"Tarkington, Booth, 1869-1946",Young women -- Fiction; Domestic fiction; Bildungsromans; Social classes -- Fiction; Middle West -- Fiction; Middle class families -- Fiction,PS,
981,Text,1997-07-01,Beowulf,en,"Gummere, Francis Barton, 1855-1919 [Translator]","Epic poetry, English (Old); Monsters -- Poetry; Dragons -- Poetry; Scandinavia -- Poetry",PR,Poetry
982,Text,1997-07-01,The Book of Nonsense,en,"Lear, Edward, 1812-1888","Limericks, Juvenile; Children's poetry, English; Nonsense verses, English; Humorous poetry, English",PR; PZ,Humor; Children's Verse
983,Text,1997-07-01,"Tour through the Eastern Counties of England, 1722",en,"Defoe, Daniel, 1661?-1731",England -- Description and travel -- Early works to 1800,DA,United Kingdom
984,Text,1997-07-01,"Who Was Who: 5000 B. C. to Date
Biographical Dictionary of the Famous and Those Who Wanted to Be",en,"Gordon, Irwin Leslie, 1888-1954 [Editor]",American wit and humor; Parodies; Biography -- Humor,PN,Biographies
985,Text,2006-02-05,Father Sergius,en,"Tolstoy, Leo, graf, 1828-1910; Maude, Aylmer, 1858-1938 [Translator]; Maude, Louise, 1855-1939 [Translator]",Adultery -- Fiction; Monks -- Fiction; Russia -- Fiction; Betrothal -- Fiction; Russian fiction -- Translations into English; Russia. Armiia -- Officers -- 19th century -- Fiction; Monasteries -- Russia -- Fiction; Miracle workers -- Fiction,PG,
986,Text,2006-02-05,Master and Man,en,"Tolstoy, Leo, graf, 1828-1910; Maude, Aylmer, 1858-1938 [Translator]; Maude, Louise, 1855-1939 [Translator]",Merchants -- Fiction; Russian fiction -- Translations into English; Sacrifice -- Fiction,PG,
987,Text,1997-07-01,"The Scientific Monthly, October to December, 1915",en,"Various; Cattell, James McKeen, 1860-1944 [Editor]",Science -- Periodicals; Technology -- Periodicals,AP,Popular Science Monthly
988,Text,1997-07-01,The Education of the Child,en,"Key, Ellen, 1849-1926",Education,LB,
989,Text,1997-07-01,Theologico-Political Treatise — Part 1,en,"Spinoza, Benedictus de, 1632-1677; Elwes, R. H. M. (Robert Harvey Monro), 1853- [Translator]",Philosophy and religion -- Early works to 1800; Free thought -- Early works to 1800; Political science -- Early works to 1800,B,Philosophy
990,Text,1997-07-01,Theologico-Political Treatise — Part 2,en,"Spinoza, Benedictus de, 1632-1677; Elwes, R. H. M. (Robert Harvey Monro), 1853- [Translator]",Philosophy and religion -- Early works to 1800; Free thought -- Early works to 1800; Political science -- Early works to 1800,B,Philosophy
991,Text,1997-07-16,A Theological-Political Treatise [Part III],en,"Spinoza, Benedictus de, 1632-1677; Elwes, R. H. M. (Robert Harvey Monro), 1853- [Translator]",Philosophy and religion -- Early works to 1800; Free thought -- Early works to 1800; Political science -- Early works to 1800,B,Philosophy
992,Text,1997-07-16,A Theological-Political Treatise [Part IV],en,"Spinoza, Benedictus de, 1632-1677; Elwes, R. H. M. (Robert Harvey Monro), 1853- [Translator]",Philosophy and religion -- Early works to 1800; Free thought -- Early works to 1800; Political science -- Early works to 1800,B,Philosophy
